Word,Pronunciation
สูญหาย,suːjhaːj
เลขคณิต,leːkkʰanit
หุบเขา,hubkʰeːaː
สากล,saːkon
กระอัก,kraʔak
มึนเชิน,mɯnt͡ɕʰɤn
ยอก,jɔːk
บุญธรรม,bujtʰrarom
มติ,matiʔ
ฟอก,fɔːk
เวน,weːn
มาดริด,maːtrit
การกระพริบ,kaːnkraprib
ความรอด,kʰwaːmrɔːt
ฮานอย,haːnɔːj
เตลิด,teːlit
เคลม,kʰeːlom
กระติก,kratik
กระดาษชำระ,kradaːtt͡ɕʰamraʔ
มะแมศก,mamɛːsok
ถาวรวัตถุ,tʰaːwrawattʰuʔ
คบเพลิง,kʰobpʰeːliŋ
ประวัติ,prawatiʔ
ถดถอย,tʰottʰɔːj
สีสัน,siːsan
เรือบิน,rɯːa̯bin
อสัญกรรม,ɔːsajkrarom
สนามรบ,sanaːmrob
มุกดาหาร,mukdaːhaːn
รวันดา,rawandaː
วง,woŋ
สวีดัด,sawiːdat
แหลม,hɛːlom
สิว,siw
ความรักชาติ,kʰwaːmrakat͡ɕʰaːtiʔ
นอง,nɔːŋ
ประณต,pranot
นักโลดโผน,nakloːdapʰoːn
แลก,lɛːk
ไต,taj
สาย,saːj
นีออน,niːʔɔːn
เสลด,seːlot
มัตสึยามะ,matsɯjaːmaʔ
พนักงานดับเพลิง,pʰanakŋaːnadabpʰeːliŋ
อิทธิพล,ʔittʰipʰon
โจรกรรม,t͡ɕoːnkrarom
ภุมรี,pʰumriː
พวงมาลัย,pʰowŋamaːlaj
ตรุษ,trut
รำมะนา,rammanaː
โอสถ,ʔoːsot
นูอากชอต,nuːʔaːkt͡ɕʰɔːt
กบฏ,kabot
นานา,naːnaː
ลับ,lab
ตำบล,tambon
กัด,kat
การมา,kaːnmaː
สน,son
เลอะ,leːʔaʔ
เมษา,meːsaː
ไนโตรเจน,najtoːnt͡ɕeːn
รัฐในอารักขา,ratnajʔaːrakkʰaː
คลอ,kʰlɔː
ไว,waj
ขุด,kʰut
ตาล,taːn
ปฏัก,patak
ยานโกน,jaːnkoːn
มีดพับ,miːtpʰab
หลักสูตร,halaksuːton
อัตถทัสสี,ʔattʰatʰatsiː
มอบหมาย,mɔːbhamaːj
ศิลาจารึก,silaːt͡ɕaːrɯk
พฤฒิบาศ,pʰrʉtʰibaːt
การนวด,kaːnnawot
เซนติเมตร,seːntimeːton
บรรจบ,bonrat͡ɕob
การระเบิด,kaːnrabɤt
ขโมย,kʰamoːj
ตม,tom
วิทยาลัย,witjaːlaj
ทอง,tʰɔːŋ
มาเฟีย,maːfiːa̯
วงการ,woŋkaːn
กมรเตง,komrateːŋ
ใจความ,t͡ɕajkʰwaːm
ความชนะ,kʰwaːmt͡ɕʰanaʔ
ดาว,daːw
พัน,pʰan
บัลลูน,banluːn
โคไพร,kʰoːpʰajraʔ
บุกรุก,bukruk
สาธารณสมบัติ,saːtʰaːnnasombatiʔ
อรรฆ,ɔːnrok
สมณะทบวง,somnatʰobwoŋ
การดำเนินคดี,kaːndamnɤnkʰadiː
จิรายุ,t͡ɕiraːjuʔ
กรีซโบราณ,kriːtboːraːn
มาร,maːn
พูด,pʰuːt
รถบรรทุก,rotbarontʰuk
วิษณุ,witnuʔ
ลวง,lawoŋ
รายปี,raːjpiː
อาขยาน,ʔaːkjaːn
พยายาม,pʰajaːjaːm
ถูก,tʰuːk
วันชาติ,want͡ɕʰaːtiʔ
เอสโตเนีย,ʔeːttoːniːa̯
ตีน,tiːn
ปิตาธิปไตย,pitaːtʰiptaj
บรรพชิต,bonrapʰat͡ɕʰit
รามาธิบดี,raːmaːtʰibdiː
ครีบ,kʰriːb
การชันสูตรพลิกศพ,kaːnt͡ɕʰanasuːtropʰliksop
การฉิบหาย,kaːnt͡ɕʰibahaːj
ความประทับใจ,kʰwaːmpratʰabt͡ɕaj
พอก,pʰɔːk
ฉลาด,t͡ɕʰalaːt
โทรเลข,tʰoːnleːk
หอสมุด,hɔːtmut
เมาะ,mɔʔ
กระตุกหนวดเสือ,kratukhanowdasɯːa̯
ทวาร,tʰawaːn
พังงา,pʰaŋŋaː
หลวม,honwom
ปิตุฆาต,pitukʰaːt
การพิบัติ,kaːnpʰibatiʔ
โซเวียต,soːwiːa̯t
ซีเรียส,siːriːa̯t
ชโย,t͡ɕʰajoː
คาราโอเกะ,kʰaːraːʔoːkeʔ
เงียบขรึม,ŋiːa̯bkʰrɯm
การแจกแจง,kaːnt͡ɕɛːkat͡ɕɛːŋ
การคูณ,kaːnkʰuːn
โรงยิม,roːŋjim
ภุชงคประยาต,pʰutŋakʰoprajaːt
คดีหมายเลขดำ,kʰadiːhmaːjaleːkdam
ศัลยกรรมเสริมสวย,sanjakonramaseːrimsawoj
ระเหย,raheːj
ตะขาบ,takʰaːb
พยาธิวิทยา,pʰajaːtʰiwitjaː
กวาด,kwaːt
สหรัฐอเมริกา,sohratʰɔːmeːrikaː
อุทยาน,ʔutjaːn
โลมา,loːmaː
สกุณ,sakun
ซูชิ,suːt͡ɕʰiʔ
แผนปฏิบัติ,pʰɛːnpatibatiʔ
ญาณี,jaːniː
ภาษาราชการ,pʰaːsaːraːtkaːn
ศาลฎีกา,saːndiːkaː
ฤกษณะ,rʉkotnaʔ
ยาม,jaːm
ควีน,kʰwiːn
ปากีสถาน,paːkiːttʰaːn
การอภิเษก,kaːrɔːpʰiseːk
รูปธรรม,ruːptʰrarom
สายไฟ,saːjfaj
วิซิกอท,wisikɔːt
ภาค,pʰaːk
ตะกวด,takwot
สันดาร,sandaːn
ทุนการศึกษา,tʰunkaːrasɯksaː
ขนาด,kʰanaːt
เสียงแตก,siːa̯ŋtɛːk
อาคาร,ʔaːkʰaːn
สุริยุปราคา,surijupraːkʰaː
ถาน,tʰaːn
ทับแพ,tʰabpʰɛː
พฤติกรรม,pʰrʉtikrarom
รำคาญ,ramkʰaːj
เฮียวโงะ,hiːa̯wŋoʔ
ปักษา,paksaː
มัวเมา,muːa̯meːaː
ทุรยศ,tʰunjot
อำ,ɔːam
แกะ,kɛʔ
ควัน,kʰwan
สังคายนา,saŋkʰaːjanaː
เวลลิงตัน,weːnliŋatan
ตุง,tuŋ
เตือน,tɯːa̯n
การดู,kaːnduː
อุปรากร,ʔupraːkon
อด,ɔːt
ใฝ,faj
กฤติกา,krʉtikaː
รามัญ,raːmaj
กิช,kit
อับ,ʔab
ไชโย,t͡ɕʰajoː
คุณภาพ,kʰunpʰaːp
ศัลยกรรม,sanjakonrom
การปลูก,kaːnpluːk
มนตรี,montriː
การเฉลย,kaːnt͡ɕʰeːloj
ทำงาน,tʰamŋaːn
โพแดง,pʰoːdɛːŋ
อรุโณทัย,ɔːrunoːtʰaj
พลูโทเนียม,pʰluːtʰoːniːa̯m
เซรามิก,seːraːmik
พยุง,pʰajuŋ
กสิกร,kasikon
หมัด,hamat
ไมโทคอนเดรีย,majtʰoːkʰɔːndeːriːj
สระ,saraʔ
เกรง,keːroŋ
ระยำ,rajam
อยุติธรรม,ɔːjutitrarom
ราชอาณาจักร,raːtʔaːnaːt͡ɕakon
กระเพาะอาหาร,krapʰɔʔaːhaːn
ความหวาน,kʰwaːmhawaːn
สรวล,sonwon
เวียนเทียน,wiːa̯ntʰiːa̯n
โดโดมา,doːdoːmaː
มังคุด,maŋkʰut
ปลอก,plɔːk
วีรสตรี,wiːnsotriː
นางพยาบาล,naːŋpʰajaːbaːn
ปลายแขน,plaːjkʰɛːn
รดับ,radab
เทควันโด,tʰeːkwanadoː
ชำเรา,t͡ɕʰamreːaː
โมง,moːŋ
ปทุมุตร,patʰumuton
สิบแปดมงกุฏ,sibpɛːdomŋakut
ละอองลอย,laʔɔːŋlɔːj
การปฏิรูป,kaːnpatiruːp
อุตตรประเทศ,ʔuttropratʰeːt
ปก,pok
มุง,muŋ
ถอดใจ,tʰɔːtt͡ɕaj
วิบัติ,wibatiʔ
แสนยนิยม,sɛːnjanijom
เกด,keːt
หนวด,honwot
สรณังกร,sonnaŋakon
ชา,t͡ɕʰaː
จตุจักร,t͡ɕatut͡ɕakon
กีโต,kiːtoː
การหาเสียง,kaːnhaːsiːa̯ŋ
ทวง,tʰawoŋ
วินาศ,winaːt
สอย,sɔːj
หอยทาก,hɔːjtʰaːk
การเงิน,kaːnŋɤn
สถุน,satʰun
พิธีสาร,pʰitʰiːsaːn
เกาะ,kɔʔ
ผณิน,pʰanin
การกัด,kaːnkat
เจียมใจ,t͡ɕiːa̯mt͡ɕaj
ขัณฑสกร,kʰantʰasakon
มันเสา,manseːaː
ปาง,paːŋ
การจบการศึกษา,kaːnt͡ɕabakaːnsɯkasaː
โน,noː
หมดอายุ,homdaʔaːjuʔ
ซาชิมิ,saːt͡ɕʰimiʔ
มังคล,maŋkʰon
เหนียง,heːniːjoŋ
ลมชัก,lomt͡ɕʰak
อุทัยธานี,ʔutʰajtʰaːniː
ประดิษฐาน,pradittʰaːn
ทพ,tʰop
รัฐมนตรี,ratmanotriː
ครัช,kʰrat
ปฤจฉาสรรพนาม,prʉt͡ɕat͡ɕʰaːtraropnaːm
โหร,hoːn
สาวิกา,saːwikaː
ความผอม,kʰwaːmpʰɔːm
มหาราษฏระ,mahaːraːttraʔ
หนังตะลุง,hanaŋtaluŋ
เรือไฟ,rɯːa̯faj
ชลธาร,t͡ɕʰontʰaːn
สวิส,sawit
รังสีแกมมา,raŋsiːkɛːmmaː
เอส,ʔeːt
ออม,ʔɔːm
บุษบก,butbok
บิน,bin
ฉีดยา,t͡ɕʰiːtjaː
หลวงพระบาง,honwaŋoprabaːŋ
จอน,t͡ɕɔːn
ฮังเล,haŋleː
เสมือน,seːmɯːɔːn
ศอ,sɔː
เปตอง,peːtɔːŋ
กาลกิณี,kaːnkiniː
หลับ,halab
สูง,suːŋ
สากลโลก,saːklaloːk
ประทับ,pratʰab
ลำโพง,lampʰoːŋ
วิธีพิจารณา,witʰiːpʰit͡ɕaːnnaː
แคลเซียม,kʰɛːnsiːa̯m
โคตมะ,kʰoːtmaʔ
อนุรักษนิยม,ɔːnuraksanijom
เสฉวน,seːtwon
เมีย,miːa̯
หลุด,halut
แคล,kʰɛːn
บริโภค,baripʰoːk
ลัทธิอำนาจนิยม,lattʰiɔːamnaːtnijom
พส,pʰot
แชมพู,t͡ɕʰɛːmpʰuː
สาธารณรัฐจีน,saːtʰaːnnaratt͡ɕiːn
คณะกรรมการ,kʰanakraromkaːn
หนังตา,hanaŋtaː
ปรมราชาธิราช,ponmaraːt͡ɕʰaːtʰiraːt
เสียบ,siːa̯b
ทุนนิยม,tʰunnijom
ปรัศนี,pratniː
ฮามาส,haːmaːt
ตัวเลือก,tuːa̯lɯːa̯k
ปฐม,patʰom
กดดัน,kotdan
แมงกะพรุน,mɛːŋkapʰrun
ความเจริญ,kʰwaːmt͡ɕeːrij
บอส,bɔːt
รอบ,rɔːb
บัย,baj
ทำออรัล,tʰamʔɔːran
ปรากฏ,praːkot
เลขา,leːkʰaː
กระรอก,krarɔːk
ดอก,dɔːk
การบันเทิง,kaːnbanatʰɤŋ
โศภา,soːpʰaː
ความภักดี,kʰwaːmpʰakadiː
หมี,hamiː
ศัพทมูลวิทยา,saptʰamuːnwitʰajaː
พลับพลึง,pʰlabpʰlɯŋ
สวน,sawon
ตรรกะวิบัติ,tonrakawibatiʔ
มัด,mat
โนเนม,noːneːm
แวดวง,wɛːtwoŋ
อิตาเลียน,ʔitaːliːa̯n
พระนคร,pʰrankʰon
โอฬารึก,ʔoːlaːrɯk
ซีดี,siːdiː
ระเบิดปรมาณู,rabɤtpramaːnuː
กุฏิ,kutiʔ
ปลอบโยน,plɔːbjoːn
ตู,tuː
กระสอบ,krasɔːb
คองโก,kʰɔːŋkoː
ปริซึม,prisɯm
การเกิด,kaːnkɤt
ระเบิด,rabɤt
อาวุโส,ʔaːwusoː
หลอน,halɔːn
แป,pɛː
สหประชาชาติ,sohprat͡ɕʰaːt͡ɕʰaːtiʔ
หนวดเสือ,honwadasɯːa̯
หยูก,hajuːk
ขนมจีบ,kʰonmat͡ɕiːb
สรรพ,sonrop
การขโมย,kaːnkʰamoːj
โยม,joːm
หมาก,hamaːk
สถานีวิทยุ,satʰaːniːwitjuʔ
นาม,naːm
กันดาร,kandaːn
เงินเดือน,ŋɤndɯːa̯n
เบเกิล,beːkɤn
ตงฟาง,toŋfaːŋ
เพลงชาติ,pʰeːnŋat͡ɕʰaːtiʔ
โลภ,loːp
อัตต,ʔatot
การหมดบุญ,kaːnhamotbuj
บรมนาถบพิตร,bonmanaːtbapʰiton
สากลนิยม,saːklanijom
หลอก,halɔːk
ซีลีเนียม,siːliːniːa̯m
มาเล,maːleː
แอก,ʔɛːk
มุข,muk
เชอง,t͡ɕʰɤːŋ
งัวเงีย,ŋuːa̯ŋiːa̯
เขนย,kʰeːnoj
บุรพทิศ,bunpʰatʰit
ครบ,kʰrob
บิดา,bidaː
บรมราชาธิราช,bonmaraːt͡ɕʰaːtʰiraːt
ประแจ,prat͡ɕɛː
ทัน,tʰan
ใยแมงมุม,jajmɛːŋmum
พลาย,pʰlaːj
ตลอดกาล,talɔːtkaːn
มอนเตเนโกร,mɔːnteːneːkoːn
สลาฟ,salaːf
ชัย,t͡ɕʰaj
ขนมปังขิง,kʰonmapaŋkʰiŋ
อารย,ʔaːroj
ซอสหอยนางรม,sɔːthɔːjanaːŋrom
กระสือ,krasɯːɔː
ชุมนุม,t͡ɕʰumnum
อำเภอ,ɔːampʰɤː
มะ,maʔ
พิธีการ,pʰitʰiːkaːn
หัวดี,huːa̯diː
สัพเยก,sapjeːk
ดินนวล,dinnawon
สิงโต,siŋtoː
สะกด,sakot
บราติสลาวา,baraːtitlaːwaː
อรุณ,ɔːrun
ซาละเปา,saːlapeːaː
มัจจุราช,matt͡ɕuraːt
กรอบ,krɔːb
เกาลัด,keːaːlat
ดาม,daːm
โรหิณี,roːhiniː
เศรษฐี,seːnsatʰiː
โยดา,joːdaː
ทะเล,tʰaleː
หำ,ham
ซิง,siŋ
อสรพิษ,ɔːtrapʰit
ฮูหยิน,huːhjin
ภ,pʰaʔ
เฉา,t͡ɕʰeːaː
ลิงโลด,liŋloːt
ประณาม,pranaːm
ความอาฆาต,kʰwaːmʔaːkʰaːt
มูส,muːt
กรัง,kraŋ
เยาวราช,jeːaːwraːt
ปลด,plot
รัฐบาล,ratbaːn
พรรค,pʰonrok
พนักงานขาย,pʰanakŋaːnakʰaːj
ฮินดี,hindiː
เอาชนะ,ʔeːaːtnaʔ
สะกิด,sakit
ตราสัง,traːsaŋ
วาสลีน,waːtliːn
การลา,kaːnlaː
กระดานชนวน,kradaːnt͡ɕʰanawon
เขมร,kʰeːmon
ดอล,dɔːn
หยวก,hojwok
การบงการ,kaːnbaŋakaːn
กะ,kaʔ
เลือดกำเดา,lɯːa̯tkamdeːaː
ไถ,tʰaj
หัวโบราณ,huːa̯boːraːn
ฤดู,rʉduː
อวน,ɔːwon
ยูเรเนียม,juːreːniːa̯m
เซาตูเมและปรินซีปี,seːaːtuːmeːlɛprinasiːpiː
เกลียด,keːliːjot
อาศรม,ʔaːtrom
ความผิดหวัง,kʰwaːmpʰidohwaŋ
มหาราช,mahaːraːt
งอ,ŋɔː
สนธยา,sontʰajaː
สามสิบสาม,saːmsibasaːm
กากเพชร,kaːkpʰeːt͡ɕʰon
เอกเทศสัญญา,ʔeːktʰeːsasajjaː
เสนา,seːnaː
กันสาด,kansaːt
ลิเก,likeː
สนตะพาย,sontapʰaːj
แตงเม,tɛːŋmeː
การสอย,kaːnsɔːj
โจรกรรม,t͡ɕoːnkrarom
พง,pʰoŋ
มหาบพิตร,mahaːbpʰiton
ยางลบ,jaːŋlob
มอม,mɔːm
สำรวจ,samrawot
การุณยฆาต,kaːrunjakʰaːt
คนพาล,kʰonpʰaːn
ฑังสะ,tʰaŋsaʔ
แถว,tʰɛːw
ดอนเมือง,dɔːnmɯːa̯ŋ
ฐานรองดอก,tʰaːnrɔːŋadɔːk
เปลือกตา,peːlɯːɔːktaː
ลิตร,liton
สึนามิ,sɯnaːmiʔ
อัปเดต,ʔapdeːt
รีโมตคอนโทรล,riːmoːtkʰɔːnatʰoːron
การรับประกัน,kaːnraboprakan
โหรา,hoːraː
จดหมาย,t͡ɕothamaːj
วิปลาส,wiplaːt
ระเบิดมือ,rabɤtmɯːɔː
ธัมมทัสสี,tʰammatʰatsiː
พลัง,pʰlaŋ
ศาล,saːn
ความประพฤติ,kʰwaːmprapʰrʉtiʔ
มิค,mik
เฉลิม,t͡ɕʰeːlim
เมษายน,meːsaːjon
ธ,tʰaʔ
วิสามัญ,wisaːmaj
ศัพทมูล,saptʰamuːn
การงด,kaːnŋot
กาก,kaːk
บรรณาการ,bonranaːkaːn
เคือง,kʰɯːa̯ŋ
โตเกียว,toːkiːa̯w
หมอนวด,hamɔːnwot
ตรอก,trɔːk
ถุงลมนิรภัย,tʰuŋlamaninpʰaj
ความโทรม,kʰwaːmtʰoːrom
กลอน,klɔːn
รัฐบาลผสม,ratbaːlopsom
กระเพาะ,krapʰɔʔ
ควบคุม,kʰwbakʰum
หยุดพัก,hajutpʰak
ตับ,tab
สตาลิน,sataːlin
กองเรือ,kɔːŋrɯːa̯
ทองคำเปลว,tʰɔːŋkʰampeːlow
โภชนา,pʰoːtnaː
โครงกระดูก,kʰoːnŋokraduːk
ออสเมียม,ʔɔːtmiːa̯m
แผนภูมิ,pʰɛːnpʰuːmiʔ
ภาพเหมือน,pʰaːpheːmɯːɔːn
แซมเบีย,sɛːmbiːa̯
ทิด,tʰit
ฒากา,tʰaːkaː
สารถี,saːntʰiː
สุพรรณ,supraron
ความเลอะเทอะ,kʰwaːmleːʔatʰeːʔaʔ
นรก,narok
การประชุมสุดยอด,kaːnprat͡ɕʰumsudajɔːt
ทุศีล,tʰusiːn
ยาจก,jaːt͡ɕok
นร,non
จัดแถว,t͡ɕattʰɛːw
คีม,kʰiːm
รวด,rawot
การอาราธนา,kaːnʔaːraːtnaː
ลงทะเบียน,loŋtʰabiːa̯n
บรมราชา,bonmaraːt͡ɕʰaː
เอาจริง,ʔeːaːtriŋ
ตกทอด,toktʰɔːt
ประคำ,prakʰam
พอดกอรีตซา,pʰɔːtkɔːriːtsaː
พุทธบริษัท,pʰuttʰabarisat
พล,pʰon
สำนวน,samnawon
ศตวรรษ,sotwararot
ขาดใจ,kʰaːtt͡ɕaj
ผัง,pʰaŋ
ความขำ,kʰwaːmkʰam
บาง,baːŋ
ดา,daː
ชาเขียว,t͡ɕʰaːkʰiːa̯w
สังเกต,saŋkeːt
เพกา,pʰeːkaː
วินาศกรรม,winaːtkrarom
พระราชกำหนด,pʰraraːtkamhanot
สำเนา,samneːaː
คลาส,kʰlaːt
โรย,roːj
อณู,ɔːnuː
สันหลัง,sanhalaŋ
เพกติน,pʰeːktin
ประมูล,pramuːn
ศาลสูงสุด,saːnsuːŋasut
ฉลูศก,t͡ɕʰaluːsok
เงินทอน,ŋɤntʰɔːn
ดี,diː
นกแสก,noksɛːk
แบบฝึกหัด,bɛːbfɯkahat
ลิสบอน,litbɔːn
ศิลาแลง,silaːlɛːŋ
ถอก,tʰɔːk
การออกกำลังกาย,kaːnʔɔːkakamlaŋkaːj
กัว,kuːa̯
ปะทะ,patʰaʔ
หมดบุญ,homdabuj
หินไฟ,hinfaj
ตารางธาตุ,taːraːŋtʰaːtuʔ
สามารถ,saːmaːrot
ประสานรอย,prasaːnrɔːj
กัว,kuːa̯
กด,kot
อังกฤษ,ʔaŋkrʉsaʔ
รน,ron
ปรสิต,ponsit
ปา,paː
บาสเกตบอล,baːtkeːtabɔːn
วาฬ,waːn
ประดับ,pradab
จอด,t͡ɕɔːt
รำฦก,ramฦkaʔ
จัญไร,t͡ɕajraj
สุข,suk
คำประสม,kʰamprasom
โรมาจิ,roːmaːt͡ɕiʔ
อเนก,ɔːneːk
กระบอกเสียง,krabɔːksiːa̯ŋ
สถานทูต,satʰaːntʰuːt
อำนาจ,ɔːamnaːt
กา,kaː
โกลาหล,koːlaːhon
อำมหิต,ɔːammahit
เยือก,jɯːa̯k
เสิก,sɤk
การผาย,kaːnpʰaːj
การสำคัญ,kaːnsamkʰaj
นาค,naːk
ฉวย,t͡ɕʰawoj
รัฐสภา,ratsapʰaː
หนุนหลัง,hanunhalaŋ
หมีหมา,hamiːhmaː
กรรโชก,konrat͡ɕʰoːk
ระดับ,radab
อะดีเกยา,ʔadiːkeːjaː
การคลอด,kaːnkʰlɔːt
การรีดไถ,kaːnriːdatʰaj
สุขศึกษา,suksɯkasaː
ฃ,kʰaʔ
ฉลาก,t͡ɕʰalaːk
โรงหญิงโสเภณี,roːŋhajiŋsoːpʰeːniː
ขนนก,kʰonnok
มหัคฆ,mahakʰok
กบาล,kabaːn
ชัยชนะ,t͡ɕʰajt͡ɕʰanaʔ
สุขาภิบาล,sukʰaːpʰibaːn
มารวิชัย,maːnwit͡ɕʰaj
ภาษามือ,pʰaːsaːmɯːɔː
ตะแมะแคะ,tamɛkʰɛʔ
กัลปังหา,kanpaŋahaː
หลาย,halaːj
มาก,maːk
สำคัญ,samkʰaj
ฉิบหาย,t͡ɕʰibhaːj
การทดลอง,kaːntʰadalɔːŋ
ซานตาคลอส,saːntaːkʰlɔːt
นมัสการ,namatkaːn
โบลิเวีย,boːliwiːa̯
มอนทรีออล,mɔːntʰriːʔɔːn
อุปัชฌาย,ʔupatt͡ɕʰaːj
แดดเดียว,dɛːtdiːa̯w
ภูมิ,pʰuːmiʔ
ขอบใจ,kʰɔːbt͡ɕaj
อภิเษก,ɔːpʰiseːk
อุปไมย,ʔupmaj
วอ,wɔː
ศฤงคาร,sarʉŋakʰaːn
ทาน,tʰaːn
พล,pʰon
คูปอง,kʰuːpɔːŋ
ตรุษจีน,trutt͡ɕiːn
วาว,waːw
แทสเมเนียนเดวิล,tʰɛːtmeːniːa̯ndeːwin
เยเรวาน,jeːreːwaːn
เลอ,lɤː
โบย,boːj
การแนะนำ,kaːnnɛnam
ราช,raːt
โครง,kʰoːroŋ
ภาษาพูด,pʰaːsaːpʰuːt
นิวเคลียส,niwkʰeːliːjot
นักทัศนาจร,naktʰasanaːt͡ɕon
คบ,kʰob
แครอท,kʰɛːrɔːt
อดุลยเดช,ɔːdunjadeːt
สติ,satiʔ
สกปรก,sokprok
ขโยง,kʰajoːŋ
มหาวิทยาลัย,mahaːwitjaːlaj
เหนียว,heːniːjow
วิกิพจนานุกรม,wikipt͡ɕanaːnukrom
รวบรวม,rowbarawom
ดูไบ,duːbaj
แรก,rɛːk
ปน,pon
ดำรง,damroŋ
นฤมิต,narʉmit
สิขี,sikʰiː
วิลาศ,wilaːt
อาราธนา,ʔaːraːtnaː
ความรุนแรง,kʰwaːmrunarɛːŋ
รส,rot
สาว,saːw
วอลรัส,wɔːnrat
ซุง,suŋ
สาธุ,saːtʰuʔ
เนยใส,neːjsaj
หัวดับเพลิง,huːa̯dabpʰeːliŋ
อโศก,ɔːsoːk
ขัง,kʰaŋ
ตะนาวศรี,tanaːwsariː
สาระแน,saːranɛː
บิสกิต,bitkit
อุตสาหกรรม,ʔutsaːhokrarom
มิ,miʔ
สลึง,salɯŋ
ลอก,lɔːk
ลงดาบ,loŋdaːb
สาธารณสุข,saːtʰaːnnasuk
อัมพิละ,ʔampʰilaʔ
อวสาน,ɔːwsaːn
ขันโตก,kʰantoːk
ทิศทาง,tʰittʰaːŋ
กำมะถัน,kammatʰan
ถุงยางอนามัย,tʰuŋjaːŋɔːnaːmaj
เฉียบ,t͡ɕʰiːa̯b
อธิษฐาน,ɔːtʰittʰaːn
แวะ,wɛʔ
รถบัส,rotbat
ลิปสติก,lipsatik
สลุต,salut
การรับฟัง,kaːnrabafaŋ
อวด,ɔːwot
หัก,hak
โคจร,kʰoːt͡ɕon
การสัญญา,kaːnsajajaː
เกษียร,keːsiːjon
ใจหมา,t͡ɕajhamaː
อุปโภค,ʔuppʰoːk
เพียงพอน,pʰiːa̯ŋpʰɔːn
สลบ,salob
หนุน,hanun
เมา,meːaː
ทีวี,tʰiːwiː
บุคลิกภาพ,buklikapʰaːp
จริงจัง,t͡ɕariŋt͡ɕaŋ
ประติมากร,pratimaːkon
บัส,bat
แอนติบอดี,ʔɛːntibɔːdiː
ทุ,tʰuʔ
ตี,tiː
อัญประกาศ,ʔajprakaːt
ฝาแฝด,faːfɛːt
คะตะกะนะ,kʰatakanaʔ
งดงาม,ŋotŋaːm
มหาสมุทร,mahaːtmutʰon
รูเบิล,ruːbɤn
เสียสละ,siːa̯tlaʔ
ละเอียด,laʔiːa̯t
ดีด,diːt
ประวัติ,prawatiʔ
โลโต,loːtoː
หลักการ,halakkaːn
เตาอบไมโครเวฟ,teːaːɔːbmajkʰoːnweːf
ลือ,lɯːɔː
ศาลา,saːlaː
ชนะ,t͡ɕʰanaʔ
สิบสาม,sibsaːm
แล,lɛː
คารวะ,kʰaːnwaʔ
ศักดินา,sakdinaː
เนคไท,neːktʰaj
ลูกแมว,luːkmɛːw
ไอโซโทป,ʔajsoːtʰoːp
ทวาร,tʰawaːn
สารสนเทศ,saːnsanatʰeːt
ความลึกลับ,kʰwaːmlɯklab
ระเบียบ,rabiːa̯b
สิ,siʔ
คราบหินปูน,kʰraːbhinapuːn
ความงก,kʰwaːmŋok
ลงทุน,loŋtʰun
พรุ,pʰruʔ
ฤดูหนาว,rʉduːhnaːw
โบราณ,boːraːn
พาโนรามา,pʰaːnoːraːmaː
กำไล,kamlaj
คิวบา,kʰiwbaː
เขก,kʰeːk
วัตถุนิยม,wattʰunijom
โอเมกา,ʔoːmeːkaː
แมนโดลิน,mɛːndoːlin
ถ,tʰaʔ
ซี,siː
ว,waʔ
กษัตรี,kasatriː
เออออ,ʔeːʔɔːɔː
โครเอเชีย,kʰoːnʔeːt͡ɕʰiːa̯
กีฏวิทยา,kiːtwitʰajaː
ฝัก,fak
นักปักษีวิทยา,nakpakasiːwitjaː
อุตรภัทรบท,ʔutrapʰatrabot
นักสืบ,naksɯːb
เบียน,biːa̯n
เพจ,pʰeːt
แอ,ʔɛː
อดิเรก,ɔːdireːk
มนุษยชน,manutjat͡ɕʰon
สุดยอด,sutjɔːt
หับเผย,habpʰeːj
ฆราวาส,kʰraːwaːt
ผัก,pʰak
เลียนแบบ,liːa̯nbɛːb
โดนใจ,doːnt͡ɕaj
ดวง,dawoŋ
ลามก,laːmok
พอโลเนียม,pʰɔːloːniːa̯m
บุพทิศ,buptʰit
มาตุลา,maːtulaː
ฮิญาบ,hijaːb
พฤกษ,pʰrʉkot
กระจกเงา,kratkaŋeːaː
เหมียว,heːmiːjow
การสนอง,kaːnsanɔːŋ
รวิวาร,rawiwaːn
ชะมวง,t͡ɕʰamwoŋ
ซ,saʔ
พีช,pʰiːt
ทิฐิ,tʰitʰiʔ
จางหาย,t͡ɕaːŋhaːj
แปรอักษร,pɛːnʔakason
อนิยมสรรพนาม,ɔːnijmasonrapʰanaːm
อธิกมาส,ɔːtʰikmaːt
ติดตาม,tittaːm
ความพิโรธ,kʰwaːmpʰiroːt
เซ,seː
วิญญูชน,wijjuːt͡ɕʰon
เฟส,feːt
หวังดี,hawaŋdiː
หอฉัน,hɔːt͡ɕʰan
มณี,maniː
ตัวขาว,tuːa̯kʰaːw
พฤกษา,pʰrʉkasaː
กินบวบ,kinbawob
ทะเยอทะยาน,tʰajɤːtʰajaːn
ไข,kʰaj
ผงฟู,pʰoŋfuː
จัดการ,t͡ɕatkaːn
สาคร,saːkʰon
ทรงพระเจริญ,tʰonŋopʰrat͡ɕeːrij
ตะวันตก,tawantok
ชาตรูป,t͡ɕʰaːtruːp
สิบ,sib
ปิตุลา,pitulaː
คริปทอน,kʰriptʰɔːn
พระวิหาร,pʰrawihaːn
รถราง,rotraːŋ
