Word,Pronunciation
เรขาคณิต,reːkʰaːknit
พระราชบัญญัติ,pʰraraːtbajajatiʔ
สมบัติ,sombatiʔ
บทกวี,botkwiː
เงินปันผล,ŋɤnpanapʰon
ไกปืน,kajpɯːn
ภาระ,pʰaːraʔ
งอก,ŋɔːk
มูลฐาน,muːntʰaːn
กำนัล,kamnan
โจมตี,t͡ɕoːmtiː
แฟนสาว,fɛːnsaːw
แวด,wɛːt
พาราเซตามอล,pʰaːraːseːtaːmɔːn
สมาส,samaːt
ภาส,pʰaːt
บุรุษสรรพนาม,burutsaronpʰanaːm
อกภูเขาไฟ,ɔːkpʰuːkʰeːaːfaj
ขายทอดตลาด,kʰaːjtʰɔːdotlaːt
ความปราชัย,kʰwaːmpraːt͡ɕʰaj
ปัตตานี,pattaːniː
การประเวณี,kaːnpraweːniː
อีกา,ʔiːkaː
ตามัว,taːmuːa̯
ผมปลอม,pʰomplɔːm
จรรยา,t͡ɕonrajaː
กวม,kwom
แบนโจ,bɛːnt͡ɕoː
พราน,pʰraːn
ปืน,pɯːn
เซา,seːaː
ชรา,t͡ɕʰaraː
ปราการ,praːkaːn
จีบ,t͡ɕiːb
รถบัส,rotbat
ครุ,kʰruʔ
ธรรมะธรรมโม,tʰonramatrarommoː
ปริยาย,prijaːj
ตบมือ,tobmɯːɔː
เวจมรรค,weːtmararok
กาล,kaːn
ของเรา,kʰɔːŋreːaː
วันเกิด,wankɤt
ความเครียด,kʰwaːmkʰeːriːjot
พิสดาร,pʰitdaːn
ดีกรี,diːkriː
หัวโขน,huːa̯kʰoːn
ตรอมตรม,trɔːmtrom
โรมัน,roːman
มิถุนา,mitʰunaː
ตลับ,talab
จัด,t͡ɕat
บอส,bɔːt
กาฬโรค,kaːnroːk
ประกัน,prakan
นม,nom
เซลเซียส,seːnsiːa̯t
โหราธิบดี,hoːraːtʰibdiː
วี,wiː
ผิดใจ,pʰitt͡ɕaj
ผุด,pʰut
อกรรมกริยา,ɔːkraromkrijaː
สนิม,sanim
กาลี,kaːliː
กระยาง,krajaːŋ
ดาวแคระดำ,daːwkʰɛːradam
เพดานปาก,pʰeːdaːnpaːk
ภูเขาไฟ,pʰuːkʰeːaːfaj
ขอบ,kʰɔːb
สมทบ,somtʰob
นารท,naːrot
โรงเรียน,roːŋriːa̯n
การพา,kaːnpʰaː
ขดาน,kʰadaːn
แตะ,tɛʔ
โพรง,pʰoːroŋ
ปุจฉา,putt͡ɕʰaː
บอลเชวิค,bɔːnt͡ɕʰeːwik
กลาบาต,klaːbaːt
ทากามัตสึ,tʰaːkaːmatsɯʔ
เกรปฟรุต,keːnpafarut
นิวตรอน,niwtrɔːn
การบิน,kaːnbin
เจ,t͡ɕeː
ปราชัย,praːt͡ɕʰaj
อลัชชี,ɔːlatt͡ɕʰiː
หมูตอน,hamuːtɔːn
ฮอลันดา,hɔːlandaː
คามวาสี,kʰaːmwaːsiː
วิชัย,wit͡ɕʰaj
คิชฌะ,kʰitt͡ɕʰaʔ
ปูน,puːn
อนุทิน,ɔːnutʰin
ชาวตะวันตก,t͡ɕʰaːwtawantok
ความเฉียบ,kʰwaːmt͡ɕʰiːa̯b
อุดมคติ,ʔutmakʰatiʔ
หมายศาล,hamaːjsaːn
สมณะ,somnaʔ
ประภาคาร,prapʰaːkʰaːn
หมอย,hamɔːj
การตาม,kaːntaːm
การนอนหลับ,kaːnnɔːnohlab
ภ,pʰaʔ
อุปไมย,ʔupmaj
ทวิตภพ,tʰawitpʰop
โปง,poːŋ
อนธการ,ɔːntʰakaːn
ระลอก,ralɔːk
ภรตวรรษ,pʰontawonrot
ทิศ,tʰit
หวด,hawot
ทัณฑสถาน,tʰantʰasatʰaːn
หมัก,hamak
ลาก,laːk
สระเอ,saraʔeː
รถ,rot
สะเดา,sadeːaː
เฮติ,heːtiʔ
พิษ,pʰit
โขด,kʰoːt
หิมะ,himaʔ
ยูโร,juːroː
วิฬา,wilaː
โฮโมโฟเบีย,hoːmoːfoːbiːa̯
โทษ,tʰoːt
สวนสนุก,sownasanuk
นักธุรกิจ,naktʰurakit
เหนือธรรมชาติ,heːnɯːɔːtraromt͡ɕʰaːtiʔ
วิชชุ,witt͡ɕʰuʔ
ผายลม,pʰaːjlom
เกรปฟรูต,keːnpafaruːt
อับเรณู,ʔabreːnuː
ประทุษวาจา,pratʰutwaːt͡ɕaː
เรฟูจี,reːfuːt͡ɕiː
ปุบปับ,pubpab
ปลิง,pliŋ
ฃวา,kʰwaː
ระบบหายใจ,rabbahaːjt͡ɕaj
อิสลามาบาด,ʔitlaːmaːbaːt
ละโบม,laboːm
ด,daʔ
นครหลวง,nokrahonwoŋ
ระบบประสาทกลาง,rabboprasaːtklaːŋ
ปลี,pliː
ปรึกษา,prɯksaː
ลำปาง,lampaːŋ
โวลเตจ,woːnteːt
วิสคอนซิน,witkʰɔːnasin
ทส,tʰot
ไนโตรเจน,najtoːnt͡ɕeːn
หลอกลวง,halɔːklawoŋ
หนอนตัวแบน,hanɔːntuːa̯bɛːn
นวม,nawom
การรถไฟ,kaːnratʰafaj
กวี,kwiː
สองมาตรฐาน,sɔːŋmaːtontʰaːn
คุณสมบัติ,kʰunsamabatiʔ
ไหวพริบ,hajwoprib
มีด,miːt
เฟอเลชิโอ,fɤːleːt͡ɕʰiʔoː
วัฒนะ,watnaʔ
ชานกำแพง,t͡ɕʰaːnkampʰɛːŋ
สม,som
ประกาศ,prakaːt
เฉือน,t͡ɕʰɯːa̯n
ปีนัง,piːnaŋ
เรือนกระจก,rɯːa̯nkrat͡ɕok
วิตถาร,wittʰaːn
ผืน,pʰɯːn
สะสวย,satwoj
ณ,naʔ
นาคี,naːkʰiː
เอป,ʔeːp
ยิปซัม,jipsam
โลงหิน,loːŋhin
สมาชิกรัฐสภา,samaːt͡ɕʰikratʰotpʰaː
ความอำมหิต,kʰwaːmɔːammahit
ไกว,kajwaʔ
เฉลิมฉลอง,t͡ɕʰeːlimt͡ɕʰalɔːŋ
พลอง,pʰlɔːŋ
แผนภาพ,pʰɛːnpʰaːp
งอ,ŋɔː
กิตติ,kittiʔ
บุหลัน,buhlan
ใบปลิว,bajpliw
ปโรหิต,proːhit
สามัญชน,saːmajt͡ɕʰon
วอมแบต,wɔːmbɛːt
สัญชาติ,sajt͡ɕʰaːtiʔ
มุมแหลม,mumhɛːlom
รักษาการ,raksaːkaːn
กลาง,klaːŋ
เตง,teːŋ
ถู,tʰuː
ผิดพลาด,pʰitpʰlaːt
การปกครอง,kaːnpakokrɔːŋ
ฝอยทอง,fɔːjtʰɔːŋ
บรรเลง,bonraleːŋ
คลอง,kʰlɔːŋ
ธาร,tʰaːn
อเทวนิยม,ɔːtʰeːwnijom
ทุติ,tʰutiʔ
บุบ,bub
คัน,kʰan
ปลัก,plak
อเนก,ɔːneːk
พัฟฟิน,pʰaffin
ประชาชน,prat͡ɕʰaːt͡ɕʰon
ความชอบ,kʰwaːmt͡ɕʰɔːb
ชาม,t͡ɕʰaːm
การะเกด,kaːrakeːt
อธิบาย,ɔːtʰibaːj
แรงบันดาลใจ,rɛːŋbanadaːnt͡ɕaj
บน,bon
สัตวบาล,satwabaːn
วิซิกอท,wisikɔːt
ตรีทูต,triːtʰuːt
กาว,kaːw
พิษณุโลก,pʰitnuloːk
การแทรกแซง,kaːntʰɛːroksɛːŋ
ความพอใจ,kʰwaːmpʰɔːt͡ɕaj
ภรรยา,pʰonrajaː
ราชอาณาจักรไทย,raːtʔaːnaːt͡ɕakratʰaj
อาณานิคม,ʔaːnaːnikʰom
เหยือก,heːjɯːɔːk
โปรด,poːrot
การพูด,kaːnpʰuːt
พันธมิตร,pʰantʰamiton
สระบุรี,saraburiː
ความสถุล,kʰwaːmsatʰun
ปุโรหิต,puroːhit
เชยชม,t͡ɕʰeːjt͡ɕʰom
ปราสาท,praːsaːt
พจน,pʰat͡ɕon
ลูกสาว,luːksaːw
เชลย,t͡ɕʰeːloj
ปารีส,paːriːt
จอมพล,t͡ɕɔːmpʰon
หลากหลาย,halaːkhalaːj
เอเชียตะวันออก,ʔeːt͡ɕʰiːa̯tawanʔɔːk
การบูร,kaːnbuːn
การเอาผิด,kaːnʔeːaːpʰit
ยอง,jɔːŋ
กุญชร,kujt͡ɕʰon
แลก,lɛːk
พเนจร,pʰaneːt͡ɕon
ออกตัว,ʔɔːktuːa̯
ฉีก,t͡ɕʰiːk
เฝอ,fɤː
สดใส,sotsaj
มอริเตเนีย,mɔːriteːniːa̯
ภารโรง,pʰaːnroːŋ
มุขมนตรี,mukmanotriː
ฌ,t͡ɕʰaʔ
ปฐม,patʰom
วิสัญญี,wisajjiː
หอย,hɔːj
หมุด,hamut
ฉนำ,t͡ɕʰanam
ประชามติ,prat͡ɕʰaːmtiʔ
แรม,rɛːm
เงินปี,ŋɤnpiː
ใส,saj
ครุย,kʰruj
แยก,jɛːk
การคน,kaːnkʰon
สถาบัน,satʰaːban
ซินแส,sinsɛː
พิชิต,pʰit͡ɕʰit
กฎหมายปกครอง,kothamaːjpakokrɔːŋ
ระอา,raʔaː
ชวด,t͡ɕʰawot
อับดุลเลาะ,ʔabdulalɔʔ
สอด,sɔːt
ฝีมือ,fiːmɯːɔː
กีฏ,kiːt
สงครามจิตวิทยา,soŋkʰraːmt͡ɕitawitjaː
จินดา,t͡ɕindaː
นอน,nɔːn
ทดสอบ,tʰotsɔːb
มูลนิธิ,muːnnitʰiʔ
ตาว,taːw
กาบ,kaːb
รีดลูก,riːtluːk
บางกอก,baːŋkɔːk
การนับ,kaːnnab
ยอดขาย,jɔːtkʰaːj
ลักษณะ,laksanaʔ
จัตุรัส,t͡ɕaturat
กะลาธิปไตย,kalaːtʰiptaj
ดอง,dɔːŋ
สาธารณ,saːtʰaːron
ปูอัด,puːʔat
ทำแผล,tʰampʰɛːn
เหยาะ,heːjaːaʔ
ทรายดูด,tʰraːjduːt
การพระราชทาน,kaːnpʰraraːttʰaːn
กรรมตามสนอง,konramataːmsanɔːŋ
ประมวล,pramwon
อรรฆ,ɔːnrok
ยูกันดา,juːkandaː
พรหม,pʰonhom
พัก,pʰak
สมเหตุสมผล,somheːtutmapʰon
โยบ,joːb
เบสบอล,beːtbɔːn
ใบพัด,bajpʰat
แนวความคิด,nɛːwkʰwaːmkʰit
มังกร,maŋkon
รา,raː
ลอย,lɔːj
ฮุบ,hub
ยุทธการ,juttʰakaːn
การแทรก,kaːntʰɛːrok
หนอก,hanɔːk
ตัวการ,tuːa̯kaːn
ยาคูเตีย,jaːkʰuːtiːa̯
ชะมด,t͡ɕʰamot
บานพับ,baːnpʰab
เกลอ,keːlɔː
มอลตา,mɔːntaː
หมากฮอส,hamaːkhɔːt
ฐาน,tʰaːn
ลักเพศ,lakpʰeːt
นฤคหิต,narʉkʰahit
คนแคระ,kʰonkʰɛːraʔ
พลการ,pʰonkaːn
ลาน,laːn
เปียก,piːa̯k
อันตานานารีโว,ʔantaːnaːnaːriːwoː
เสาโคม,seːaːkʰoːm
ถุงยาง,tʰuŋjaːŋ
ทสมี,tʰotmiː
แพะ,pʰɛʔ
หมอผี,hamɔːpʰiː
ชัยนาท,t͡ɕʰajnaːt
ชวน,t͡ɕʰawon
เลอะเทอะ,leːʔatʰeːʔaʔ
จักรวาฬ,t͡ɕakrawaːn
มลายู,malaːjuː
กราด,kraːt
รับประทาน,rabpratʰaːn
สถล,satʰon
บรรพชีวินวิทยา,bonrapʰat͡ɕʰiːwinwitʰajaː
ยุกระบัตร,jukrabaton
เสนียด,seːniːjot
หยอด,hajɔːt
ฦก,ฦkaʔ
ทุกที,tʰuktʰiː
ปฐม,patʰom
ฝ,faʔ
ประเทศราช,pratʰeːtraːt
เพชรบุรี,pʰeːtraburiː
เอก,ʔeːk
อาหารหวาน,ʔaːhaːnhawaːn
กกุท,kakut
สาก,saːk
คบไฟ,kʰobfaj
จอตา,t͡ɕɔːtaː
มลภาวะ,monpʰaːwaʔ
รอด,rɔːt
วัฒน,watʰon
ตาเทียด,taːtʰiːa̯t
โล,loː
ลักปิดลักเปิด,lakpidalakpɤt
งานฉลอง,ŋaːnt͡ɕʰalɔːŋ
แรงงาน,rɛːŋŋaːn
ทูน,tʰuːn
ฝาน,faːn
สังคม,saŋkʰom
หมอยา,hamɔːjaː
อภัย,ɔːpʰaj
วินัย,winaj
เทคโนโลยี,tʰeːknoːloːjiː
น,naʔ
คอด,kʰɔːt
อสุจิ,ɔːsut͡ɕiʔ
เตะ,teʔ
ไอดอล,ʔajdɔːn
กระทุง,kratʰuŋ
ปอย,pɔːj
ปิโตรเลียม,pitoːnliːa̯m
อุตสาห,ʔutsaːh
การสืบสวน,kaːnsɯːbotwon
เฉียด,t͡ɕʰiːa̯t
ปะทุ,patʰuʔ
ความสุข,kʰwaːmsuk
เครน,kʰeːron
โขน,kʰoːn
เทศกาล,tʰeːtkaːn
งูกินหนูจนงูงงงวย,ŋuːkinhanuːtnaŋuːŋŋaŋawoj
ษ,saʔ
ญาติ,jaːtiʔ
เลบานอน,leːbaːnɔːn
การทหาร,kaːntʰahaːn
ฉาก,t͡ɕʰaːk
ตอบ,tɔːb
มราฐี,maraːtʰiː
มูเตลู,muːteːluː
แหกปาก,hɛːkpaːk
เอือม,ʔɯːa̯m
เทือกเขา,tʰɯːa̯kkʰeːaː
ตาลิปัตร,taːlipaton
มอน,mɔːn
การขอทาน,kaːnkʰɔːtʰaːn
เทคโนโลยี,tʰeːknoːloːjiː
ขรรม,kʰonrom
ทมิฬนาฑู,tʰaminnaːtʰuː
ฟิน,fin
จาน,t͡ɕaːn
ปกครอง,pokkʰrɔːŋ
ตระบัด,trabat
ปิตา,pitaː
ครับ,kʰrab
สรุป,sarup
สเกต,sakeːt
ลูกจีน,luːkt͡ɕiːn
บุญญาธิการ,bujjaːtʰikaːn
กันดารวิถี,kandaːrawitʰiː
เชียงราย,t͡ɕʰiːa̯ŋraːj
ซวย,sawoj
เฮเลนา,heːleːnaː
กำกับ,kamkab
หมอง,hamɔːŋ
ทราม,tʰraːm
เบรอตาญ,beːrɔːtaːj
ฝึกปรือ,fɯkprɯːɔː
ปอยเปต,pɔːjpeːt
ซิงเกิล,siŋkɤn
บทละคร,botlakʰon
ทับ,tʰab
สูตร,suːton
หัวหมอ,huːa̯hmɔː
โภชนา,pʰoːtnaː
มุมมอง,mummɔːŋ
การสวมเขา,kaːnsawomkʰeːaː
ครุ,kʰruʔ
นาวี,naːwiː
วาฬ,waːn
ปอด,pɔːt
นอนหลับ,nɔːnhalab
อิสราเอล,ʔitraːʔeːn
โซล,soːn
เประ,peːraʔ
ยืนกราน,jɯːnkraːn
อาชีพ,ʔaːt͡ɕʰiːp
โลก,loːk
โมนาโก,moːnaːkoː
นิการากัว,nikaːraːkuːa̯
สมการเคมี,somkaːrakʰeːmiː
ตัวตน,tuːa̯ton
วิสาข,wisaːk
ผล,pʰon
กระสวน,kratwon
ปฏิบัติ,patibatiʔ
อุบาย,ʔubaːj
ความเรียง,kʰwaːmriːa̯ŋ
สับปะรด,sabparot
ความหิว,kʰwaːmhiw
ขนเพชร,kʰonpʰeːt͡ɕʰon
เอธิโอเปีย,ʔeːtʰiʔoːpiːa̯
ตาย,taːj
จ,t͡ɕaʔ
รถลาก,rotlaːk
นักสัตว,naksatow
อัฐศก,ʔatsok
เหลืองปรีดียาธร,heːlɯːɔːŋpriːdiːjaːtʰon
นราธิวาส,naraːtʰiwaːt
แปดสิบ,pɛːtsib
การสรง,kaːnsaroŋ
แมงกานีส,mɛːŋkaːniːt
คฤสตศักราช,kʰrʉsotsakraːt
จารึก,t͡ɕaːrɯk
ตาบอดสี,taːbɔːtsiː
รัตน,raton
ยก,jok
ปะ,paʔ
ทันใด,tʰandaj
คริสตศก,kʰrittasok
หยาบคาย,hajaːbkʰaːj
เทคบอล,tʰeːkbɔːn
อาเซียน,ʔaːsiːa̯n
นักเดินทาง,nakdɤnatʰaːŋ
ทอด,tʰɔːt
วงโคจร,woŋkʰoːt͡ɕon
พลเรือน,pʰonrɯːa̯n
กะบังลม,kabaŋlom
วิน,win
โคมูตร,kʰoːmuːton
ปลิงทะเล,pliŋtʰaleː
ปริ,priʔ
ปืนลูกซอง,pɯːnluːkasɔːŋ
สนม,sanom
เดิมพัน,dɤmpʰan
พิจิก,pʰit͡ɕik
หาเสียง,haːsiːa̯ŋ
ลอด,lɔːt
ดัด,dat
การพนัน,kaːnpʰanan
พลี,pʰliː
เมรุ,meːruʔ
ชะอม,t͡ɕʰaɔːm
อยุธยา,ɔːjutjaː
ลงโทษ,loŋtʰoːt
ไอ,ʔaj
เบิกความ,bɤkkʰwaːm
อยาก,ɔːjaːk
สหพันธรัฐ,sohpʰanotrat
ตัด,tat
การพิพากษา,kaːnpʰipʰaːksaː
อิจฉา,ʔitt͡ɕʰaː
ความรับผิดชอบ,kʰwaːmrabapʰitt͡ɕʰɔːb
บาปกำเนิด,baːpkamnɤt
มหาสมุทรอินเดีย,mahaːtmutʰonʔinadiːa̯
ปรมาภิไธย,ponmaːpʰitʰaj
ถุย,tʰuj
พยัก,pʰajak
ความคลาด,kʰwaːmkʰlaːt
ภายใน,pʰaːjnaj
ไวตามิน,wajtaːmin
ตำแย,tamjɛː
เพิกเฉย,pʰɤkt͡ɕʰeːj
วัตถุดิบ,wattʰudib
วาสุกี,waːsukiː
การเกษียณ,kaːnkeːsiːjon
เหลือใจ,heːlɯːɔːt͡ɕaj
ความมืด,kʰwaːmmɯːt
มาบ,maːb
เปน,peːn
อนิจจัง,ɔːnitt͡ɕaŋ
อักษรนำ,ʔaksaranam
ไสย,saj
จุลรัฐ,t͡ɕunrat
อัลปากา,ʔanpaːkaː
ตอบรับ,tɔːbrab
กราบ,kraːb
อัญมณี,ʔajmaniː
สินสอด,sinsɔːt
การทำนาบนหลังคน,kaːntʰamnaːbnahalaŋkʰon
พิสตาชีโอ,pʰittaːt͡ɕʰiːʔoː
กาม,kaːm
สามเณร,saːmneːn
ไอกรน,ʔajkron
นักลงทุน,naklaŋatʰun
ขนม,kʰanom
พระ,pʰraʔ
โยง,joːŋ
งัว,ŋuːa̯
ประโคม,prakʰoːm
สัมเรทธิศก,samreːtʰatʰisok
อะเลปโป,ʔaleːppoː
ราชัน,raːt͡ɕʰan
หมายจับ,hamaːjt͡ɕab
หวัดดี,hawatdiː
บุคลิก,buklik
จุลมงกุฎ,t͡ɕunmaŋakut
ดิฉัน,dit͡ɕʰan
ประเทียบ,pratʰiːa̯b
สมุด,samut
ชายแดน,t͡ɕʰaːjdɛːn
หมวก,homwok
หญิงงามเมือง,hajiŋŋaːmamɯːa̯ŋ
โชย,t͡ɕʰoːj
โทส,tʰoːt
เดลตา,deːntaː
กักขฬะ,kakkʰlaʔ
วาน,waːn
เหยียดผิว,heːjiːjdapʰiw
หินแปร,hinpɛːn
หนา,hanaː
หาย,haːj
ภาวนา,pʰaːwnaː
โครงการ,kʰoːnŋakaːn
เรียม,riːa̯m
ปะนาเระ,panaːreʔ
โคจิ,kʰoːt͡ɕiʔ
มอบ,mɔːb
ซักอบรีด,sakɔːbriːt
ซึนเดเระ,sɯndeːreʔ
แรงกดดัน,rɛːŋkadadan
กุฏิ,kutiʔ
ฆาฏ,kʰaːt
แคลงใจ,kʰɛːnŋat͡ɕaj
คริสตัง,kʰrittaŋ
ลอบ,lɔːb
โทน,tʰoːn
ลูกศร,luːkson
ผดุง,pʰaduŋ
เอย,ʔeːj
วีซีดี,wiːsiːdiː
ฑาหะ,tʰaːhaʔ
ทิพ,tʰip
ลูก,luːk
อนุราธ,ɔːnuraːt
ลมหายใจ,lomhaːjat͡ɕaj
เตาอบ,teːaːɔːb
ไมโครนีเซีย,majkʰoːnniːsiːa̯
แทรก,tʰɛːrok
โพย,pʰoːj
บรรณาธิการ,bonranaːtʰikaːn
กะพริบ,kaprib
เพิกถอน,pʰɤktʰɔːn
แกโดลิเนียม,kɛːdoːliniːa̯m
โศภิต,soːpʰit
ทาน,tʰaːn
ภาคี,pʰaːkʰiː
ออกลาย,ʔɔːklaːj
ปิศาจ,pisaːt
ภัย,pʰaj
ฟัวกรา,fuːa̯kraː
การพิพาท,kaːnpʰipʰaːt
แถ,tʰɛː
คุณนาย,kʰunnaːj
สกุณา,sakunaː
กินใจ,kint͡ɕaj
จุมพต,t͡ɕumpʰot
ปี,piː
พระทัย,pʰratʰaj
กุญแจมือ,kujt͡ɕɛːmɯːɔː
อุปยุวราช,ʔupjuwaraːt
ปัญญา,pajjaː
หากิน,haːkin
มือถือ,mɯːɔːtʰɯːɔː
มีโชค,miːt͡ɕʰoːk
กรรเชียง,konrat͡ɕʰiːa̯ŋ
เอดินบะระ,ʔeːdinbaraʔ
คนทำงาน,kʰontʰamŋaːn
ระวัง,rawaŋ
วิกฤติ,wikrʉtiʔ
